"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2024-04-01","11:19:56","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-01","06:19:56",""
"2024-04-01","11:19:57","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-01","06:19:57",""
"2024-04-01","11:19:59","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-01","06:19:59",""
"2024-04-01","11:20:01","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-01","06:20:01","{""ec"":""L""}"
"2024-04-01","11:20:03","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-01","06:20:03",""
"2024-04-01","11:20:05","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-04-01","06:20:05",""
"2024-04-01","11:20:11","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-01","06:20:11",""
"2024-04-01","11:20:14","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-01","06:20:14",""
"2024-04-01","11:20:17","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-01","06:20:17",""
"2024-04-01","11:20:18","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-01","06:20:18","{""ec"":""L""}"
"2024-04-01","11:20:21","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-01","06:20:21",""
"2024-04-01","11:20:23","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-04-01","06:20:23","{""ec"":""L""}"
"2024-04-01","11:20:26","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-01","06:20:26",""
"2024-04-01","11:20:27","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-04-01","06:20:27",""
"2024-04-01","11:20:30","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-01","06:20:30","{""ec"":""M""}"
"2024-04-01","11:20:37","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-04-01","06:20:37",""
"2024-04-01","11:20:41","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-01","06:20:41","{""ec"":""L""}"
"2024-04-01","12:05:50","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-01","07:05:50",""
"2024-04-02","09:16:03","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-02","04:16:03",""
"2024-04-02","09:16:30","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-02","04:16:30",""
"2024-04-02","09:16:33","Западный Казахстан","QR Code","Абдрахманов Жандос Боранбаевич (CS-202)","","0","2024-04-02","04:16:33",""
"2024-04-02","09:16:37","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-04-02","04:16:37","{""ec"":""M""}"
"2024-04-02","09:16:42","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-02","04:16:42","{""ec"":""M""}"
"2024-04-02","09:16:44","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-02","04:16:44",""
"2024-04-02","09:16:49","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-02","04:16:49","{""ec"":""L""}"
"2024-04-02","09:16:53","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-02","04:16:53","{""ec"":""L""}"
"2024-04-02","09:16:55","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-02","04:16:55","{""ec"":""L""}"
"2024-04-02","09:16:58","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-02","04:16:58",""
"2024-04-02","09:17:04","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-02","04:17:04","{""ec"":""H""}"
"2024-04-02","09:24:55","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-02","04:24:55",""
"2024-04-02","09:39:21","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-02","04:39:21",""
"2024-04-03","14:12:00","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-03","09:12:00",""
"2024-04-03","14:12:22","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-03","09:12:22","{""ec"":""L""}"
"2024-04-03","14:12:25","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-04-03","09:12:25",""
"2024-04-03","14:12:28","Западный Казахстан","QR Code","Рудченко Владислав Антонович
 (CS - 304)","","0","2024-04-03","09:12:28","{""ec"":""L""}"
"2024-04-03","14:15:21","Западный Казахстан","QR Code","Рогачевских Богдан Роланович (CS-304)","","0","2024-04-03","09:15:21","{""ec"":""L""}"
"2024-04-03","14:15:22","Западный Казахстан","QR Code","Тургазы Мади ( CS - 304 )","","0","2024-04-03","09:15:22","{""ec"":""M""}"
"2024-04-03","14:41:14","Западный Казахстан","QR Code","Әбіш Әлішер Медғатұлы (CS-304)","","0","2024-04-03","09:41:14",""
"2024-04-05","08:19:19","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-05","03:19:19",""
"2024-04-05","08:19:31","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-05","03:19:31","{""ec"":""L""}"
"2024-04-05","08:19:35","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-04-05","03:19:35","{""ec"":""M""}"
"2024-04-05","08:19:42","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-04-05","03:19:42",""
"2024-04-05","08:19:47","Западный Казахстан","QR Code","Сутжанова Асем Канатовна (CS-204)","","0","2024-04-05","03:19:47",""
"2024-04-05","08:19:51","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-05","03:19:51",""
"2024-04-05","08:19:54","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-05","03:19:54","{""ec"":""M""}"
"2024-04-05","08:20:02","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-05","03:20:02","{""ec"":""M""}"
"2024-04-05","08:20:03","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-05","03:20:03",""
"2024-04-05","08:20:08","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-05","03:20:08",""
"2024-04-05","08:20:11","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-05","03:20:11",""
"2024-04-05","08:20:18","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-04-05","03:20:18","{""ec"":""M""}"
"2024-04-05","10:18:46","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-05","05:18:46",""
"2024-04-05","10:18:51","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-05","05:18:51","{""ec"":""L""}"
"2024-04-05","10:18:52","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-04-05","05:18:52",""
"2024-04-08","12:00:03","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-08","07:00:03",""
"2024-04-08","12:00:16","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-08","07:00:16",""
"2024-04-08","12:00:20","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-08","07:00:20",""
"2024-04-08","12:00:25","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-08","07:00:25",""
"2024-04-08","12:00:27","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-08","07:00:27",""
"2024-04-08","12:00:31","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-04-08","07:00:31",""
"2024-04-08","12:00:32","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-08","07:00:32",""
"2024-04-08","12:00:42","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-08","07:00:42","{""ec"":""L""}"
"2024-04-08","12:00:46","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-08","07:00:46",""
"2024-04-08","12:00:50","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-08","07:00:50",""
"2024-04-08","12:00:52","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-04-08","07:00:52",""
"2024-04-08","12:00:59","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-08","07:00:59",""
"2024-04-08","12:01:01","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-08","07:01:01","{""ec"":""L""}"
"2024-04-08","12:01:08","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-08","07:01:08","{""ec"":""M""}"
"2024-04-08","12:01:14","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-08","07:01:14","{""ec"":""L""}"
"2024-04-09","09:13:31","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-09","04:13:31",""
"2024-04-09","09:14:00","Западный Казахстан","QR Code","Абдрахманов Жандос Боранбаевич (CS-202)","","0","2024-04-09","04:14:00",""
"2024-04-09","09:14:06","Западный Казахстан","QR Code","Шарипов Ислам Садибекович (CS-202)","","0","2024-04-09","04:14:06","{""ec"":""M""}"
"2024-04-09","09:14:12","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-09","04:14:12",""
"2024-04-09","09:14:19","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-09","04:14:19",""
"2024-04-09","09:14:23","Западный Казахстан","QR Code","Бейсенов Амир Маратович (CS - 202)","","0","2024-04-09","04:14:23",""
"2024-04-09","09:14:30","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-04-09","04:14:30","{""ec"":""L""}"
"2024-04-09","09:14:35","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-09","04:14:35",""
"2024-04-09","09:14:37","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-09","04:14:37",""
"2024-04-09","09:14:40","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-09","04:14:40",""
"2024-04-09","09:14:52","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-09","04:14:52",""
"2024-04-09","09:18:27","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-09","04:18:27",""
"2024-04-09","09:35:02","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-09","04:35:02",""
"2024-04-12","08:16:42","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-12","03:16:42",""
"2024-04-12","08:16:57","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-12","03:16:57",""
"2024-04-12","08:17:01","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-04-12","03:17:01",""
"2024-04-12","08:17:04","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-04-12","03:17:04",""
"2024-04-12","08:17:09","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-12","03:17:09","{""ec"":""M""}"
"2024-04-12","08:17:14","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-12","03:17:14",""
"2024-04-12","08:17:18","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-12","03:17:18","{""ec"":""M""}"
"2024-04-12","08:17:23","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-12","03:17:23",""
"2024-04-12","08:17:23","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-04-12","03:17:23",""
"2024-04-12","08:17:30","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-12","03:17:30",""
"2024-04-12","08:17:32","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-12","03:17:32",""
"2024-04-12","08:26:14","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-12","03:26:14",""
"2024-04-12","10:00:36","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-04-12","05:00:36",""
"2024-04-12","11:17:20","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-12","06:17:20",""
"2024-04-12","11:17:25","Западный Казахстан","QR Code","Рудченко Владислав Антонович
 (CS - 304)","","0","2024-04-12","06:17:25","{""ec"":""L""}"
"2024-04-12","11:17:28","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-12","06:17:28",""
"2024-04-15","10:52:08","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-15","05:52:08",""
"2024-04-15","10:52:31","Западный Казахстан","QR Code","Сутжанова Асем Канатовна (CS-204)","","0","2024-04-15","05:52:31",""
"2024-04-15","10:52:33","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-15","05:52:33","{""ec"":""L""}"
"2024-04-15","10:52:35","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-04-15","05:52:35",""
"2024-04-15","10:52:38","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-15","05:52:38","{""ec"":""M""}"
"2024-04-15","10:52:40","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-15","05:52:40",""
"2024-04-15","10:52:42","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-15","05:52:42",""
"2024-04-15","10:52:43","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-15","05:52:43",""
"2024-04-15","10:52:46","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-15","05:52:46","{""ec"":""M""}"
"2024-04-15","10:52:49","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-15","05:52:49",""
"2024-04-15","10:52:50","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-15","05:52:50","{""ec"":""L""}"
"2024-04-15","10:52:53","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-15","05:52:53","{""ec"":""M""}"
"2024-04-15","10:52:57","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-15","05:52:57",""
"2024-04-15","10:52:59","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-15","05:52:59","{""ec"":""L""}"
"2024-04-15","10:53:01","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-15","05:53:01",""
"2024-04-15","10:53:04","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-15","05:53:04","{""ec"":""L""}"
"2024-04-15","10:53:05","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-15","05:53:05","{""ec"":""L""}"
"2024-04-15","10:53:08","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-15","05:53:08",""
"2024-04-15","10:53:12","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-15","05:53:12",""
"2024-04-15","10:53:13","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-15","05:53:13",""
"2024-04-15","10:53:16","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-04-15","05:53:16",""
"2024-04-15","10:53:19","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-15","05:53:19",""
"2024-04-16","09:12:29","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-16","04:12:29",""
"2024-04-16","09:12:55","Западный Казахстан","QR Code","Абдрахманов Жандос Боранбаевич (CS-202)","","0","2024-04-16","04:12:55",""
"2024-04-16","09:12:59","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-16","04:12:59",""
"2024-04-16","09:13:02","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-16","04:13:02",""
"2024-04-16","09:13:04","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-16","04:13:04",""
"2024-04-16","09:13:11","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-16","04:13:11","{""ec"":""L""}"
"2024-04-16","09:13:13","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-16","04:13:13",""
"2024-04-16","09:13:20","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-04-16","04:13:20","{""ec"":""L""}"
"2024-04-16","09:13:25","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-16","04:13:25","{""ec"":""L""}"
"2024-04-16","09:13:27","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-16","04:13:27",""
"2024-04-16","09:13:31","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-16","04:13:31",""
"2024-04-16","09:13:34","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-16","04:13:34","{""ec"":""M""}"
"2024-04-16","09:13:36","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-16","04:13:36",""
"2024-04-16","09:26:15","Западный Казахстан","QR Code","Шарипов Ислам Садибекович (CS-202)","","0","2024-04-16","04:26:15",""
"2024-04-16","09:26:22","Западный Казахстан","QR Code","Бейсенов Амир Маратович (CS - 202)","","0","2024-04-16","04:26:22",""
"2024-04-17","14:13:51","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-17","09:13:51",""
"2024-04-17","14:14:17","Западный Казахстан","QR Code","Тургазы Мади ( CS - 304 )","","0","2024-04-17","09:14:17","{""ec"":""M""}"
"2024-04-17","14:14:23","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-04-17","09:14:23","{""ec"":""L""}"
"2024-04-17","14:18:54","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-17","09:18:54",""
"2024-04-17","14:36:27","Западный Казахстан","QR Code","Рогачевских Богдан Роланович (CS-304)","","0","2024-04-17","09:36:27","{""ec"":""L""}"
"2024-04-19","08:20:34","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-19","03:20:34",""
"2024-04-19","08:21:08","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-19","03:21:08","{""ec"":""L""}"
"2024-04-19","08:21:14","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-19","03:21:14",""
"2024-04-19","08:21:16","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-19","03:21:16","{""ec"":""M""}"
"2024-04-19","08:21:20","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-04-19","03:21:20","{""ec"":""L""}"
"2024-04-19","08:21:24","Западный Казахстан","QR Code","Сутжанова Асем Канатовна (CS-204)","","0","2024-04-19","03:21:24",""
"2024-04-19","08:21:27","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-19","03:21:27","{""ec"":""L""}"
"2024-04-19","08:21:35","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-19","03:21:35","{""ec"":""M""}"
"2024-04-19","08:21:40","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-19","03:21:40","{""ec"":""M""}"
"2024-04-19","08:21:44","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-19","03:21:44",""
"2024-04-19","08:21:46","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-04-19","03:21:46","{""ec"":""L""}"
"2024-04-19","08:21:51","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-04-19","03:21:51",""
"2024-04-19","08:21:57","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-19","03:21:57","{""ec"":""L""}"
"2024-04-19","08:29:22","Западный Казахстан","QR Code","Герасимов Александр Владимирович  (CS-204)","","0","2024-04-19","03:29:22","{""ec"":""L""}"
"2024-04-19","08:29:35","Западный Казахстан","QR Code","Тамерлан Жемет Амангельдіұлы (CS-204)","","0","2024-04-19","03:29:35","{""ec"":""L""}"
"2024-04-19","11:20:42","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-19","06:20:42",""
"2024-04-19","11:20:55","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-04-19","06:20:55",""
"2024-04-22","12:01:33","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-22","07:01:33",""
"2024-04-22","12:01:52","Западный Казахстан","QR Code","Герасимов Александр Владимирович  (CS-204)","","0","2024-04-22","07:01:52",""
"2024-04-22","12:01:55","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-22","07:01:55",""
"2024-04-22","12:01:57","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-22","07:01:57",""
"2024-04-22","12:02:04","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-22","07:02:04",""
